,Feature name,Optimal AUC @ 50%,Above threshold
863,wavelet-LHH_glcm_DifferenceVariance,0.8460800438596491,0
864,wavelet-HLH_glcm_InverseVariance,0.8460686600221484,0
865,log-sigma-3-0-mm-3D_glrlm_RunVariance,0.8458741258741259,0
866,wavelet-HHL_glrlm_LongRunHighGrayLevelEmphasis,0.8458161157024794,0
867,log-sigma-3-0-mm-3D_glcm_JointEnergy,0.8456595856281144,0
868,wavelet-HLH_glrlm_LowGrayLevelRunEmphasis,0.8453947368421053,1
869,log-sigma-2-0-mm-3D_glrlm_GrayLevelVariance,0.8453199365415125,1
870,log-sigma-3-0-mm-3D_glszm_GrayLevelNonUniformityNormalized,0.8451972555746141,1
871,wavelet-HLL_firstorder_Entropy,0.8451851851851852,0
872,wavelet-HHL_glcm_ClusterShade,0.8451730418943533,0
873,wavelet-LHL_glcm_ClusterProminence,0.8451704545454546,1
874,wavelet-LHH_glcm_Correlation,0.8451350642538682,1
875,log-sigma-1-0-mm-3D_glrlm_RunLengthNonUniformityNormalized,0.8450991039913115,0
876,wavelet-LLH_glcm_SumSquares,0.8450039339103068,1
877,log-sigma-1-0-mm-3D_glcm_DifferenceVariance,0.844963345099104,1
878,log-sigma-3-0-mm-3D_glszm_SmallAreaEmphasis,0.8449279028585884,0
879,log-sigma-4-0-mm-3D_gldm_GrayLevelVariance,0.844923320994183,1
880,wavelet-HLL_glszm_SmallAreaEmphasis,0.8448967005858773,1
881,wavelet-HLH_glcm_MCC,0.8448275862068966,0
882,log-sigma-5-0-mm-3D_glcm_JointEntropy,0.8448,1
883,log-sigma-5-0-mm-3D_firstorder_Uniformity,0.8447672854452517,0
884,wavelet-HHL_gldm_SmallDependenceEmphasis,0.8447094298245613,0
885,wavelet-HLL_glszm_ZonePercentage,0.8447079236552921,0
886,original_glcm_DifferenceEntropy,0.8444794125360608,1
887,original_glcm_DifferenceVariance,0.8443482821924994,1
888,wavelet-HLH_gldm_HighGrayLevelEmphasis,0.8442845506380668,1
889,log-sigma-2-0-mm-3D_firstorder_Mean,0.8442622950819672,0
890,original_firstorder_InterquartileRange,0.8441734417344174,1
